date,confirmed,deaths,country,new_cases,new_deaths,new_cases_7day_avg,growth_rate,case_fatality_rate,retail_recreation,grocery_pharmacy,transit,workplaces,residential,day_of_week,day_of_month,month,year,week_of_year,is_weekend,day_of_week_sin,day_of_week_cos,month_sin,month_cos,is_major_holiday,new_cases_lag_1,new_cases_lag_3,new_cases_lag_7,new_cases_lag_14,new_cases_rolling_mean_3,new_cases_rolling_std_3,new_cases_rolling_max_3,new_cases_rolling_mean_7,new_cases_rolling_std_7,new_cases_rolling_max_7,new_cases_rolling_mean_14,new_cases_rolling_std_14,new_cases_rolling_max_14,new_cases_growth_rate,new_cases_acceleration,new_cases_cumulative,mobility_index,retail_recreation_lag_7,retail_recreation_lag_14,grocery_pharmacy_lag_7,grocery_pharmacy_lag_14,transit_lag_7,transit_lag_14,workplaces_lag_7,workplaces_lag_14,residential_lag_7,residential_lag_14,cases_mobility_interaction
2020-02-01,1,0,India,0.0,0.0,0.1428571428571428,0.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,5,1,2,2020,5,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0.0,0.0,0.0,14092.0,0.3333333333333333,0.5773502691896258,1.0,0.14285714285714285,0.37796447300922725,1.0,0.09090909090909091,0.30151134457776363,1.0,0.0,-1.499459358195776,1.0,-3.640654594646458,2.583596214511041,-1.150554675118859,2.589018302828619,40.56143344709898,5.383280757097792,4.954113924050633,5.74885145482389,-3.01497005988024,-0.84688995215311,13.6016,0.0
2020-02-02,2,0,India,1.0,0.0,0.2857142857142857,100.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,6,2,2,2020,5,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,0.0,1.0,0.0,14092.0,0.3333333333333333,0.5773502691896258,1.0,0.2857142857142857,0.4879500364742666,1.0,0.16666666666666666,0.38924947208076144,1.0,500.0,-1.499459358195776,2.0,-3.640654594646458,2.583596214511041,-1.150554675118859,2.589018302828619,40.56143344709898,5.383280757097792,4.954113924050633,5.74885145482389,-3.01497005988024,-0.84688995215311,13.6016,0.0
2020-02-03,3,0,India,1.0,0.0,0.4285714285714285,50.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,0,3,2,2020,6,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1.0,0.0,0.0,14092.0,0.6666666666666666,0.5773502691896258,1.0,0.42857142857142855,0.5345224838248488,1.0,0.23076923076923078,0.4385290096535146,1.0,0.0,-100.0,3.0,-3.640654594646458,2.583596214511041,-1.150554675118859,2.589018302828619,40.56143344709898,5.383280757097792,4.954113924050633,5.74885145482389,-3.01497005988024,-0.84688995215311,13.6016,0.0
2020-02-04,3,0,India,0.0,0.0,0.4285714285714285,0.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,1,4,2,2020,6,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,1.0,0.0,0.0,14092.0,0.6666666666666666,0.5773502691896258,1.0,0.42857142857142855,0.5345224838248488,1.0,0.21428571428571427,0.42581531362632,1.0,-100.0,-100.0,3.0,-3.640654594646458,2.583596214511041,-1.150554675118859,2.589018302828619,40.56143344709898,5.383280757097792,4.954113924050633,5.74885145482389,-3.01497005988024,-0.84688995215311,13.6016,0.0
2020-02-05,3,0,India,0.0,0.0,0.4285714285714285,0.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,2,5,2,2020,6,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0.0,1.0,0.0,0.0,0.3333333333333333,0.5773502691896258,1.0,0.42857142857142855,0.5345224838248488,1.0,0.21428571428571427,0.42581531362632,1.0,0.0,-1.499459358195776,3.0,-3.640654594646458,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.0
2020-02-06,3,0,India,0.0,0.0,0.2857142857142857,0.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,3,6,2,2020,6,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,1.0,0.21428571428571427,0.42581531362632,1.0,0.0,-1.499459358195776,3.0,-3.640654594646458,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.057488514548238896
2020-02-07,3,0,India,0.0,0.0,0.2857142857142857,0.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,4,7,2,2020,6,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,1.0,0.21428571428571427,0.42581531362632,1.0,0.0,-1.499459358195776,3.0,-3.640654594646458,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.0
2020-02-08,3,0,India,0.0,0.0,0.2857142857142857,0.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,5,8,2,2020,6,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,1.0,0.21428571428571427,0.42581531362632,1.0,0.0,-1.499459358195776,3.0,-3.640654594646458,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.0
2020-02-09,3,0,India,0.0,0.0,0.1428571428571428,0.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,6,9,2,2020,6,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092273,1.0,0.21428571428571427,0.42581531362632,1.0,0.0,-1.499459358195776,3.0,-3.640654594646458,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.057488514548238896
2020-02-10,3,0,India,0.0,0.0,0.0,0.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,0,10,2,2020,7,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.42581531362632,1.0,0.0,-1.499459358195776,3.0,-3.640654594646458,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.057488514548238896
2020-02-11,3,0,India,0.0,0.0,0.0,0.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,1,11,2,2020,7,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.42581531362632,1.0,0.0,-1.499459358195776,3.0,-3.640654594646458,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.0
2020-02-12,3,0,India,0.0,0.0,0.0,0.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,2,12,2,2020,7,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.42581531362632,1.0,0.0,-1.499459358195776,3.0,-3.640654594646458,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.0
2020-02-13,3,0,India,0.0,0.0,0.0,0.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,3,13,2,2020,7,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3631365196012814,1.0,0.0,-1.499459358195776,3.0,-3.640654594646458,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.0
2020-02-14,3,0,India,0.0,0.0,0.0,0.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,4,14,2,2020,7,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3631365196012814,1.0,0.0,-1.499459358195776,3.0,-3.640654594646458,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.0
2020-02-15,3,0,India,0.0,0.0,0.0,0.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311,5,15,2,2020,7,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3631365196012814,1.0,0.0,-1.499459358195776,3.0,-3.640654594646458,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.0
2020-02-16,3,0,India,0.0,0.0,0.0,0.0,0.0,3.265402843601896,2.971476510067114,4.8107255520504735,1.2237654320987654,-0.4869706840390879,6,16,2,2020,7,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.26726124191242434,1.0,0.0,-1.499459358195776,3.0,-2.4467161279475556,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.0
2020-02-17,3,0,India,0.0,0.0,0.0,0.0,0.0,1.6333333333333333,2.2737896494156926,3.987381703470032,5.593893129770993,-0.7968253968253968,0,17,2,2020,8,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.499459358195776,3.0,-3.002858390849939,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.0
2020-02-18,3,0,India,0.0,0.0,0.0,0.0,0.0,2.337025316455696,2.589018302828619,4.234276729559748,5.45565749235474,-0.3704292527821939,1,18,2,2020,8,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.499459358195776,3.0,-3.099347197788094,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.0
2020-02-19,3,0,India,0.0,0.0,0.0,0.0,0.0,1.353968253968254,2.687290969899665,3.998422712933754,6.025954198473283,-0.2972972972972973,2,19,2,2020,8,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.499459358195776,3.0,-2.9189106156681466,2.583596214511041,2.583596214511041,2.589018302828619,2.589018302828619,5.383280757097792,5.383280757097792,5.74885145482389,5.74885145482389,-0.84688995215311,-0.84688995215311,0.0
