date,retail_recreation,grocery_pharmacy,transit,workplaces,residential
2021-10-15,10.976190476190476,57.48103448275862,13.385466034755135,-35.98505231689088,12.808846761453397
2021-10-16,3.8117088607594938,51.01372212692967,13.474763406940063,-8.932634730538922,9.618066561014263
2021-10-17,0.5174050632911392,43.151462994836486,15.652931854199682,-4.17814371257485,9.15224358974359
2021-10-18,4.275477707006369,50.398275862068964,13.5,-6.376681614349776,9.381703470031546
2021-10-19,5.203497615262322,53.38803418803419,12.73259493670886,-17.75186846038864,11.295418641390205
2021-10-20,5.90302066772655,55.21134020618557,16.085173501577287,-7.276532137518685,9.0
2021-10-21,8.860095389507155,58.292808219178085,16.620253164556964,1.2406576980568012,8.094043887147336
2021-10-22,10.041139240506329,62.46735395189003,17.817034700315457,3.7219730941704037,8.32967032967033
2021-10-23,7.055292259083728,57.675257731958766,16.955905511811025,2.5778443113772456,8.466034755134281
2021-10-24,0.8827258320126783,48.6038062283737,12.08860759493671,0.49550898203592814,10.492776886035314
2021-10-25,7.5691573926868045,56.110344827586204,15.058267716535433,1.5799701046337817,8.641509433962264
2021-10-26,8.523052464228934,57.23702422145329,17.13722397476341,1.9506726457399104,8.485849056603774
2021-10-27,10.22063492063492,60.73575129533679,18.100946372239747,4.210762331838565,8.249607535321822
2021-10-28,8.953968253968254,58.5697074010327,14.5062893081761,4.011958146487294,9.04075235109718
2021-10-29,9.248012718600954,60.8839590443686,14.725552050473187,6.24813153961136,9.488993710691824
2021-10-30,9.324367088607595,61.360344827586204,18.519685039370078,9.236526946107784,8.592709984152139
2021-10-31,10.626582278481013,62.766839378238345,19.557661927330173,8.827844311377245,8.9648
2021-11-01,17.71383147853736,73.12607944732297,20.145110410094638,-1.5635276532137519,8.61732283464567
2021-11-02,28.56070287539936,91.8890814558059,30.837282780410742,-1.7369207772795217,7.615384615384615
2021-11-03,29.63275039745628,96.09233449477352,36.30331753554503,-7.284005979073243,8.35691823899371
2021-11-04,16.807936507936507,77.9381443298969,17.463722397476342,-37.01793721973094,15.28391167192429
2021-11-05,7.966666666666667,51.64786324786325,7.796529968454259,-34.27204783258595,14.439370078740158
2021-11-06,14.714060031595576,64.17182130584193,25.442338072669827,-21.339820359281436,9.343898573692552
2021-11-07,15.647058823529411,63.14782608695652,36.221518987341774,-7.367316341829086,6.6352
2021-11-08,17.80732484076433,67.92347826086956,29.537854889589905,-4.696562032884903,7.363207547169812
2021-11-09,18.644904458598727,69.88695652173914,29.623417721518987,-3.0837070254110612,7.338557993730408
2021-11-10,16.564387917329093,68.29879101899827,26.129337539432175,-7.334828101644245,8.10691823899371
2021-11-11,13.403174603174604,60.76247848537005,21.32389937106918,-3.587443946188341,7.987480438184663
2021-11-12,14.56984126984127,65.52677029360967,23.988941548183256,1.3288490284005978,8.970078740157481
2021-11-13,11.277602523659306,61.2960413080895,23.059842519685038,-3.0778443113772456,9.803486529318542
2021-11-14,12.052215189873417,60.66434782608696,26.677725118483412,-0.3808095952023988,8.8608
2021-11-15,14.396496815286625,64.05526770293609,24.29245283018868,-2.031390134529148,8.60377358490566
2021-11-16,16.484896661367248,64.86701208981002,25.84251968503937,1.3886397608370702,8.044025157232705
2021-11-17,17.247208931419458,67.7923875432526,27.431496062992125,3.9461883408071747,7.827315541601256
2021-11-18,14.047619047619047,62.499136442141626,24.62578616352201,2.6502242152466366,8.865203761755486
2021-11-19,14.551669316375198,63.070689655172416,21.183254344391784,-13.324364723467863,11.348580441640378
2021-11-20,14.436018957345972,63.925862068965515,25.665615141955836,4.022455089820359,7.862341772151899
2021-11-21,15.382911392405063,62.31889081455806,28.48341232227488,-1.8697604790419162,7.1616
2021-11-22,15.041335453100158,63.27979274611399,24.8783570300158,0.7847533632286996,7.435534591194968
2021-11-23,15.012759170653908,63.219723183391004,24.125984251968504,2.3542600896860986,8.27629513343799
2021-11-24,15.863275039745629,66.10189982728843,25.70504731861199,3.1136023916292976,8.55817610062893
2021-11-25,14.52931854199683,62.25945017182131,23.040944881889764,4.267563527653214,9.03930817610063
2021-11-26,16.44267515923567,67.20998278829605,25.89873417721519,6.002989536621824,8.836220472440944
2021-11-27,13.017377567140601,62.3,24.553627760252365,3.815868263473054,8.811708860759493
2021-11-28,13.462025316455696,60.44367417677643,26.16403785488959,0.5937031484257871,8.371794871794872
2021-11-29,15.487261146496815,63.582322357019066,25.23427672955975,1.8744394618834082,7.272012578616352
2021-11-30,15.375796178343949,63.034602076124564,26.132283464566928,3.289985052316891,7.387147335423197
2021-12-01,15.253968253968255,64.49134948096886,27.101105845181674,4.017937219730942,7.667189952904239
2021-12-02,11.558028616852146,59.396907216494846,20.930708661417324,4.218236173393124,9.52037617554859
2021-12-03,14.884126984126985,67.49571183533448,23.003159557661927,8.943198804185352,9.377358490566039
2021-12-04,12.01263823064771,62.88235294117647,23.168769716088327,10.848802395209582,8.985759493670885
2021-12-05,11.423137876386688,60.49391304347826,23.137440758293838,1.8065967016491755,9.8208
2021-12-06,13.797770700636942,63.29879101899827,22.440944881889763,4.581464872944694,8.496062992125983
2021-12-07,16.502384737678856,65.41176470588235,26.150078988941548,7.6741405082212255,7.425431711145997
2021-12-08,18.961904761904762,68.99481865284974,27.552922590837284,10.573991031390134,6.883830455259027
2021-12-09,15.193343898573692,62.477586206896554,22.84119496855346,11.96562032884903,7.989045383411581
2021-12-10,17.261904761904763,67.75257731958763,26.227848101265824,13.84304932735426,7.525902668759811
2021-12-11,15.722662440570524,64.79757785467127,26.01261829652997,8.08682634730539,7.484992101105846
2021-12-12,15.061708860759493,61.685763888888886,27.622432859399684,7.082335329341317,6.992012779552716
2021-12-13,16.251192368839426,63.07612456747405,25.70504731861199,9.028400597907325,6.158555729984301
2021-12-14,14.511111111111111,61.924268502581754,24.615141955835963,10.801195814648729,7.161442006269592
2021-12-15,15.555555555555555,65.91537132987911,26.061514195583594,14.242152466367713,7.180533751962323
2021-12-16,12.952456418383518,59.539655172413795,20.5062893081761,12.704035874439462,8.54858934169279
2021-12-17,14.123613312202853,61.63931623931624,20.587025316455698,15.183856502242152,9.10204081632653
2021-12-18,11.96360759493671,59.61962134251291,21.992125984251967,18.19311377245509,8.150316455696203
2021-12-19,11.541139240506329,56.26169844020797,21.097946287519747,9.788605697151425,8.727272727272727
2021-12-20,13.813990461049285,62.377162629757784,20.28864353312303,14.295964125560538,8.19092331768388
2021-12-21,15.03343949044586,62.41724137931035,21.895734597156398,13.729446935724962,8.199059561128527
2021-12-22,15.835987261146498,65.45862068965518,24.20221169036335,16.03587443946188,7.992150706436421
