date,confirmed,deaths,country,new_cases,new_deaths,new_cases_7day_avg,growth_rate,case_fatality_rate,retail_recreation,grocery_pharmacy,transit,workplaces,residential
2020-02-15,3,0,India,0.0,0.0,0.0,0.0,0.0,2.583596214511041,2.589018302828619,5.383280757097792,5.74885145482389,-0.84688995215311
2020-02-16,3,0,India,0.0,0.0,0.0,0.0,0.0,3.265402843601896,2.971476510067114,4.8107255520504735,1.2237654320987654,-0.4869706840390879
2020-02-17,3,0,India,0.0,0.0,0.0,0.0,0.0,1.6333333333333333,2.2737896494156926,3.987381703470032,5.593893129770993,-0.7968253968253968
2020-02-18,3,0,India,0.0,0.0,0.0,0.0,0.0,2.337025316455696,2.589018302828619,4.234276729559748,5.45565749235474,-0.3704292527821939
2020-02-19,3,0,India,0.0,0.0,0.0,0.0,0.0,1.353968253968254,2.687290969899665,3.998422712933754,6.025954198473283,-0.2972972972972973
2020-02-20,3,0,India,0.0,0.0,0.0,0.0,0.0,2.689873417721519,4.106312292358804,7.197160883280757,5.227134146341464,-0.928343949044586
2020-02-21,3,0,India,0.0,0.0,0.0,0.0,0.0,-2.4500792393026942,-2.1212624584717608,-2.042586750788644,-15.629969418960243,3.5528846153846154
2020-02-22,3,0,India,0.0,0.0,0.0,0.0,0.0,-0.2041139240506329,-1.0016611295681064,0.3217665615141956,0.1255742725880551,0.532051282051282
2020-02-23,3,0,India,0.0,0.0,0.0,0.0,0.0,-0.629746835443038,-0.5226130653266332,2.3769716088328074,3.384259259259259,0.5758564437194127
2020-02-24,3,0,India,0.0,0.0,0.0,0.0,0.0,0.91283676703645,1.394342762063228,3.777602523659306,5.647328244274809,-0.3031746031746031
2020-02-25,3,0,India,0.0,0.0,0.0,0.0,0.0,0.8857142857142857,-0.1445182724252491,3.530708661417323,3.1376146788990824,-0.3073248407643312
2020-02-26,3,0,India,0.0,0.0,0.0,0.0,0.0,2.0665610142630744,1.220735785953177,5.148264984227129,3.9175572519083968,-1.5087440381558028
2020-02-27,3,0,India,0.0,0.0,0.0,0.0,0.0,1.0,0.729235880398671,3.5205047318611986,5.126717557251909,-0.767515923566879
2020-02-28,3,0,India,0.0,0.0,0.0,0.0,0.0,1.5055467511885896,1.3172757475083057,2.9290220820189274,6.4257274119448695,-0.4570063694267516
2020-02-29,3,0,India,0.0,0.0,0.0,0.0,0.0,-1.199052132701422,-0.9219269102990032,1.5811023622047244,7.934150076569678,-0.2571884984025559
2020-03-01,3,0,India,0.0,0.0,0.0,0.0,0.0,0.8444444444444444,2.104377104377104,2.034700315457413,4.037037037037037,0.2345276872964169
2020-03-02,5,0,India,2.0,0.0,0.2857142857142857,66.66666666666667,0.0,1.5,2.645484949832776,2.856466876971609,5.429007633587786,-0.6343402225755167
2020-03-03,5,0,India,0.0,0.0,0.2857142857142857,0.0,0.0,0.1077654516640253,1.2290969899665551,2.4794952681388014,5.214939024390244,-0.548489666136725
2020-03-04,28,0,India,23.0,0.0,3.571428571428572,460.0,0.0,1.71656050955414,4.431932773109244,5.033175355450237,8.108396946564886,-0.5453100158982512
2020-03-05,30,0,India,2.0,0.0,3.857142857142857,7.14285714285714,0.0,1.011093502377179,3.30016583747927,4.368670886075949,6.958778625954198,0.1196172248803827
2020-03-06,31,0,India,1.0,0.0,4.0,3.333333333333344,0.0,0.4683544303797468,1.3261231281198005,4.77567140600316,7.195718654434251,0.7531847133757962
2020-03-07,34,0,India,3.0,0.0,4.428571428571429,9.6774193548387,0.0,4.382306477093207,6.021739130434782,11.635071090047392,8.343032159264931,-0.4407051282051282
2020-03-08,39,0,India,5.0,0.0,5.142857142857143,14.705882352941169,0.0,8.276898734177216,11.861720067453623,12.442338072669829,6.799072642967542,-0.3003246753246753
2020-03-09,43,0,India,4.0,0.0,5.428571428571429,10.256410256410264,0.0,5.781299524564184,10.909698996655518,2.7677725118483414,-9.864329268292684,2.52724358974359
2020-03-10,56,0,India,13.0,0.0,7.285714285714286,30.23255813953489,0.0,-22.04265402843602,-24.742857142857144,-22.46771653543307,-39.8751902587519,10.063517915309449
2020-03-11,62,1,India,6.0,1.0,4.857142857142857,10.71428571428572,1.6129032258064515,-1.8256735340729,0.412751677852349,4.312796208530806,-7.224427480916031,1.056
2020-03-12,73,1,India,11.0,0.0,6.142857142857143,17.741935483870975,1.36986301369863,1.811410459587956,4.038205980066445,6.872037914691943,1.3689024390243902,-0.1658692185007974
